map,feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
carre,1,31485.0,2266.92,2085678,1,31485.0,2266.92,1409011,1,31485.0,2266.92,105666,0,1
carre,1,98277.0,7075.944,397400,1,98277.0,7075.9439999999995,517510,1,98277.0,7075.9439999999995,254212,0,1
carre,1,98277.0,7075.9439999999995,322832,1,98277.0,7075.9439999999995,247970,1,98277.0,7075.9439999999995,166822,0,1
carre,1,85234.0,6136.848,208908,1,85234.0,6136.848,203326,1,85234.0,6136.848,103397,0,1
carre,1,85234.0,6136.848,326305,1,85234.0,6136.848,301549,1,85234.0,6136.848,151630,0,1
carre,1,53750.0,3870.0,413307,1,53750.0,3870.0,261316,1,53750.0,3870.0,69545,0,1
carre,1,76013.0,5472.936,411497,1,76013.0,5472.936,150117,1,76013.0,5472.936,70164,0,1
carre,1,53750.0,3870.0,290042,1,53750.0,3870.0,371557,1,53750.0,3870.0,97473,0,1
carre,1,107495.37,7739.666296875001,413812,1,107495.37,7739.666296875001,142691,1,107495.37,7739.666296875001,103106,0,1
carre,1,62971.0,4533.912,171521,1,62971.0,4533.912,210997,1,62971.0,4533.912,64707,0,1
carre,1,107495.37,7739.666296875001,197272,1,107495.37,7739.666296875001,126443,1,107495.37,7739.666296875001,104481,0,1
carre,1,53749.0,3869.928,506809,1,53749.0,3869.928,108083,1,53749.0,3869.928,91532,0,1
carre,1,53749.0,3869.928,207386,1,53749.0,3869.928,94619,1,53749.0,3869.928,38146,0,1
carre,1,53749.0,3869.928,217744,1,53749.0,3869.928,81930,1,53749.0,3869.928,38006,0,1
carre,1,53747.234,3869.800875,212952,1,53747.234,3869.800875,70170,1,53747.234,3869.800875,32426,0,1
carre,1,62970.0,4533.84,276464,1,62970.0,4533.84,57792,1,62970.0,4533.84,35903,0,1
carre,1,85235.055,6136.924078125,249806,1,85235.055,6136.924078125,88575,1,85235.055,6136.924078125,132404,0,1
carre,1,94456.0,6800.832,331607,1,94456.0,6800.832,130138,1,94456.0,6800.832,45407,0,1
carre,1,76009.36,5472.673734375,425525,1,76009.36,5472.673734375,160382,1,76009.36,5472.673734375,49790,0,1
carre,1,116720.0,8403.84,272696,1,116720.0,8403.84,138709,1,116720.0,8403.84,51936,0,1
carre,1,62971.0,4533.912,244351,1,62971.0,4533.912,84226,1,62971.0,4533.912,69013,0,1
carre,1,53750.0,3870.0,142441,1,53750.0,3870.0,48557,1,53750.0,3870.0,29502,0,1
carre,1,44522.305,3205.6059375,383781,1,44522.305,3205.6059375,50773,1,44522.305,3205.6059375,43613,0,1
carre,1,98275.1,7075.80759375,203496,1,98275.1,7075.80759375,236128,1,98275.1,7075.80759375,47865,0,1
carre,1,22264.0,1603.008,278272,1,22264.0,1603.008,36645,1,22264.0,1603.008,25648,0,1
carre,1,31486.0,2266.992,668482,1,31486.0,2266.992,62740,1,31486.0,2266.992,24545,0,1
